/home/oem/anaconda3/lib/python3.8/site-packages/torch/nn/functional.py:718: UserWarning: Named tensors and all their associated APIs are an experimental feature and subject to change. Please do not use them for anything important until they are released as stable. (Triggered internally at  /tmp/pip-req-build-pma2oi4d/c10/core/TensorImpl.h:1156.)
  return torch.max_pool2d(input, kernel_size, stride, padding, dilation, ceil_mode)
Epoch: [0][0/5011]	Time 1.652 (1.652)	Data 0.187 (0.187)	Loss 0.9560 (0.9560)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][10/5011]	Time 0.042 (0.187)	Data 0.000 (0.017)	Loss 0.7242 (0.7481)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][20/5011]	Time 0.043 (0.119)	Data 0.000 (0.009)	Loss 0.7242 (0.7367)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][30/5011]	Time 0.044 (0.094)	Data 0.000 (0.006)	Loss 0.6742 (0.7262)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][40/5011]	Time 0.042 (0.082)	Data 0.000 (0.005)	Loss 0.6742 (0.7245)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][50/5011]	Time 0.042 (0.074)	Data 0.000 (0.004)	Loss 0.7242 (0.7224)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][60/5011]	Time 0.044 (0.069)	Data 0.000 (0.003)	Loss 0.7242 (0.7219)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][70/5011]	Time 0.042 (0.066)	Data 0.000 (0.003)	Loss 0.7242 (0.7222)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][80/5011]	Time 0.042 (0.063)	Data 0.000 (0.002)	Loss 0.7242 (0.7218)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][90/5011]	Time 0.043 (0.061)	Data 0.000 (0.002)	Loss 0.7242 (0.7221)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][100/5011]	Time 0.042 (0.059)	Data 0.000 (0.002)	Loss 0.6742 (0.7213)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][110/5011]	Time 0.042 (0.057)	Data 0.000 (0.002)	Loss 0.7242 (0.7207)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][120/5011]	Time 0.042 (0.056)	Data 0.000 (0.002)	Loss 0.7242 (0.7197)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][130/5011]	Time 0.042 (0.055)	Data 0.000 (0.002)	Loss 0.7242 (0.7197)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][140/5011]	Time 0.043 (0.054)	Data 0.000 (0.001)	Loss 0.7242 (0.7200)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][150/5011]	Time 0.042 (0.054)	Data 0.000 (0.001)	Loss 0.7242 (0.7196)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][160/5011]	Time 0.042 (0.053)	Data 0.000 (0.001)	Loss 0.7242 (0.7199)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][170/5011]	Time 0.043 (0.052)	Data 0.000 (0.001)	Loss 0.7242 (0.7198)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][180/5011]	Time 0.043 (0.052)	Data 0.000 (0.001)	Loss 0.6742 (0.7195)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][190/5011]	Time 0.042 (0.051)	Data 0.000 (0.001)	Loss 0.7242 (0.7195)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][200/5011]	Time 0.042 (0.051)	Data 0.000 (0.001)	Loss 0.7242 (0.7197)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][210/5011]	Time 0.043 (0.051)	Data 0.000 (0.001)	Loss 0.7242 (0.7197)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][220/5011]	Time 0.043 (0.050)	Data 0.000 (0.001)	Loss 0.7242 (0.7197)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][230/5011]	Time 0.042 (0.050)	Data 0.000 (0.001)	Loss 0.7242 (0.7194)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][240/5011]	Time 0.042 (0.050)	Data 0.000 (0.001)	Loss 0.6742 (0.7194)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][250/5011]	Time 0.043 (0.049)	Data 0.000 (0.001)	Loss 0.7242 (0.7194)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
Epoch: [0][260/5011]	Time 0.042 (0.049)	Data 0.000 (0.001)	Loss 0.7242 (0.7196)	Metric1 0.000 (0.000)	Metric2 0.000 (0.000)
